date,name,matched_stories,all_candidate_stories,pct_of_all_candidate_stories,query
4/7/2019,Mike Gravel,16,1600,0.01,"(""Mike Gravel"")"
4/14/2019,Mike Gravel,12,1936,0.006198347,"(""Mike Gravel"")"
4/21/2019,Mike Gravel,7,2320,0.003017241,"(""Mike Gravel"")"
4/28/2019,Mike Gravel,7,1834,0.003816794,"(""Mike Gravel"")"
5/5/2019,Mike Gravel,4,1577,0.002536462,"(""Mike Gravel"")"
5/12/2019,Mike Gravel,20,1952,0.010245902,"(""Mike Gravel"")"
5/19/2019,Mike Gravel,15,1580,0.009493671,"(""Mike Gravel"")"
5/26/2019,Mike Gravel,10,1474,0.006784261,"(""Mike Gravel"")"
6/2/2019,Mike Gravel,17,1652,0.010290557,"(""Mike Gravel"")"
6/9/2019,Mike Gravel,45,2049,0.021961933,"(""Mike Gravel"")"
6/16/2019,Mike Gravel,21,1882,0.011158342,"(""Mike Gravel"")"
6/23/2019,Mike Gravel,35,3561,0.0098287,"(""Mike Gravel"")"
6/30/2019,Mike Gravel,14,1672,0.008373206,"(""Mike Gravel"")"
7/7/2019,Mike Gravel,26,1880,0.013829787,"(""Mike Gravel"")"
7/14/2019,Mike Gravel,28,1802,0.015538291,"(""Mike Gravel"")"
7/21/2019,Mike Gravel,4,1414,0.002828854,"(""Mike Gravel"")"
7/28/2019,Mike Gravel,23,3210,0.007165109,"(""Mike Gravel"")"
8/4/2019,Mike Gravel,22,1937,0.01135777,"(""Mike Gravel"")"
12/30/2018,Pete Buttigieg,8,806,0.009925558,"(""Pete Buttigieg"")"
1/6/2019,Pete Buttigieg,3,915,0.003278689,"(""Pete Buttigieg"")"
1/13/2019,Pete Buttigieg,19,1052,0.018060837,"(""Pete Buttigieg"")"
1/20/2019,Pete Buttigieg,89,1024,0.086914063,"(""Pete Buttigieg"")"
1/27/2019,Pete Buttigieg,69,1605,0.042990654,"(""Pete Buttigieg"")"
2/3/2019,Pete Buttigieg,53,1428,0.037114846,"(""Pete Buttigieg"")"
2/10/2019,Pete Buttigieg,59,1612,0.036600496,"(""Pete Buttigieg"")"
2/17/2019,Pete Buttigieg,52,1406,0.036984353,"(""Pete Buttigieg"")"
2/24/2019,Pete Buttigieg,37,1286,0.028771384,"(""Pete Buttigieg"")"
3/3/2019,Pete Buttigieg,58,1485,0.039057239,"(""Pete Buttigieg"")"
3/10/2019,Pete Buttigieg,146,1810,0.080662983,"(""Pete Buttigieg"")"
3/17/2019,Pete Buttigieg,203,1591,0.127592709,"(""Pete Buttigieg"")"
3/24/2019,Pete Buttigieg,176,1166,0.150943396,"(""Pete Buttigieg"")"
3/31/2019,Pete Buttigieg,308,1714,0.179696616,"(""Pete Buttigieg"")"
4/7/2019,Pete Buttigieg,443,1600,0.276875,"(""Pete Buttigieg"")"
4/14/2019,Pete Buttigieg,535,1936,0.276342975,"(""Pete Buttigieg"")"
4/21/2019,Pete Buttigieg,509,2320,0.219396552,"(""Pete Buttigieg"")"
4/28/2019,Pete Buttigieg,327,1834,0.1782988,"(""Pete Buttigieg"")"
5/5/2019,Pete Buttigieg,274,1577,0.173747622,"(""Pete Buttigieg"")"
5/12/2019,Pete Buttigieg,370,1952,0.18954918,"(""Pete Buttigieg"")"
5/19/2019,Pete Buttigieg,453,1580,0.286708861,"(""Pete Buttigieg"")"
5/26/2019,Pete Buttigieg,262,1474,0.177747626,"(""Pete Buttigieg"")"
6/2/2019,Pete Buttigieg,304,1652,0.18401937,"(""Pete Buttigieg"")"
6/9/2019,Pete Buttigieg,472,2049,0.230356271,"(""Pete Buttigieg"")"
6/16/2019,Pete Buttigieg,412,1882,0.218916047,"(""Pete Buttigieg"")"
6/23/2019,Pete Buttigieg,853,3561,0.239539455,"(""Pete Buttigieg"")"
6/30/2019,Pete Buttigieg,459,1672,0.274521531,"(""Pete Buttigieg"")"
7/7/2019,Pete Buttigieg,297,1880,0.157978723,"(""Pete Buttigieg"")"
7/14/2019,Pete Buttigieg,343,1802,0.190344062,"(""Pete Buttigieg"")"
7/21/2019,Pete Buttigieg,216,1414,0.152758133,"(""Pete Buttigieg"")"
7/28/2019,Pete Buttigieg,631,3210,0.196573209,"(""Pete Buttigieg"")"
8/4/2019,Pete Buttigieg,321,1937,0.165720186,"(""Pete Buttigieg"")"
8/11/2019,Pete Buttigieg,216,1513,0.142762723,"(""Pete Buttigieg"")"
8/18/2019,Pete Buttigieg,250,1451,0.172294969,"(""Pete Buttigieg"")"
8/25/2019,Pete Buttigieg,177,950,0.186315789,"(""Pete Buttigieg"")"
9/1/2019,Pete Buttigieg,298,1309,0.227654698,"(""Pete Buttigieg"")"
9/8/2019,Pete Buttigieg,487,1957,0.248850281,"(""Pete Buttigieg"")"
9/15/2019,Pete Buttigieg,380,2071,0.183486239,"(""Pete Buttigieg"")"
9/22/2019,Pete Buttigieg,216,3682,0.05866377,"(""Pete Buttigieg"")"
9/29/2019,Pete Buttigieg,285,3355,0.084947839,"(""Pete Buttigieg"")"
10/6/2019,Pete Buttigieg,184,2459,0.074827166,"(""Pete Buttigieg"")"
10/13/2019,Pete Buttigieg,555,2788,0.199067432,"(""Pete Buttigieg"")"
10/20/2019,Pete Buttigieg,362,1994,0.181544634,"(""Pete Buttigieg"")"
12/30/2018,Seth Moulton,11,806,0.013647643,"(""Seth Moulton"")"
1/6/2019,Seth Moulton,3,915,0.003278689,"(""Seth Moulton"")"
1/13/2019,Seth Moulton,12,1052,0.011406844,"(""Seth Moulton"")"
1/20/2019,Seth Moulton,4,1024,0.00390625,"(""Seth Moulton"")"
1/27/2019,Seth Moulton,9,1605,0.005607477,"(""Seth Moulton"")"
2/3/2019,Seth Moulton,6,1428,0.004201681,"(""Seth Moulton"")"
2/10/2019,Seth Moulton,21,1612,0.013027295,"(""Seth Moulton"")"
2/17/2019,Seth Moulton,5,1406,0.003556188,"(""Seth Moulton"")"
2/24/2019,Seth Moulton,7,1286,0.005443235,"(""Seth Moulton"")"
3/3/2019,Seth Moulton,14,1485,0.009427609,"(""Seth Moulton"")"
3/10/2019,Seth Moulton,14,1810,0.007734807,"(""Seth Moulton"")"
3/17/2019,Seth Moulton,11,1591,0.006913891,"(""Seth Moulton"")"
3/24/2019,Seth Moulton,12,1166,0.010291595,"(""Seth Moulton"")"
3/31/2019,Seth Moulton,26,1714,0.015169195,"(""Seth Moulton"")"
4/7/2019,Seth Moulton,13,1600,0.008125,"(""Seth Moulton"")"
4/14/2019,Seth Moulton,18,1936,0.009297521,"(""Seth Moulton"")"
4/21/2019,Seth Moulton,106,2320,0.045689655,"(""Seth Moulton"")"
4/28/2019,Seth Moulton,56,1834,0.030534351,"(""Seth Moulton"")"
5/5/2019,Seth Moulton,24,1577,0.01521877,"(""Seth Moulton"")"
5/12/2019,Seth Moulton,73,1952,0.037397541,"(""Seth Moulton"")"
5/19/2019,Seth Moulton,62,1580,0.039240506,"(""Seth Moulton"")"
5/26/2019,Seth Moulton,83,1474,0.056309362,"(""Seth Moulton"")"
6/2/2019,Seth Moulton,114,1652,0.069007264,"(""Seth Moulton"")"
6/9/2019,Seth Moulton,109,2049,0.053196681,"(""Seth Moulton"")"
6/16/2019,Seth Moulton,55,1882,0.02922423,"(""Seth Moulton"")"
6/23/2019,Seth Moulton,87,3561,0.02443134,"(""Seth Moulton"")"
6/30/2019,Seth Moulton,38,1672,0.022727273,"(""Seth Moulton"")"
7/7/2019,Seth Moulton,53,1880,0.028191489,"(""Seth Moulton"")"
7/14/2019,Seth Moulton,65,1802,0.036071032,"(""Seth Moulton"")"
7/21/2019,Seth Moulton,29,1414,0.020509194,"(""Seth Moulton"")"
7/28/2019,Seth Moulton,44,3210,0.013707165,"(""Seth Moulton"")"
8/4/2019,Seth Moulton,33,1937,0.017036655,"(""Seth Moulton"")"
8/11/2019,Seth Moulton,31,1513,0.020489095,"(""Seth Moulton"")"
8/18/2019,Seth Moulton,92,1451,0.063404549,"(""Seth Moulton"")"
12/30/2018,Steve Bullock,6,806,0.007444169,"(""Steve Bullock"")"
1/6/2019,Steve Bullock,10,915,0.010928962,"(""Steve Bullock"")"
1/13/2019,Steve Bullock,10,1052,0.009505703,"(""Steve Bullock"")"
1/20/2019,Steve Bullock,7,1024,0.006835938,"(""Steve Bullock"")"
1/27/2019,Steve Bullock,26,1605,0.016199377,"(""Steve Bullock"")"
2/3/2019,Steve Bullock,12,1428,0.008403361,"(""Steve Bullock"")"
2/10/2019,Steve Bullock,23,1612,0.01426799,"(""Steve Bullock"")"
2/17/2019,Steve Bullock,5,1406,0.003556188,"(""Steve Bullock"")"
2/24/2019,Steve Bullock,22,1286,0.017107309,"(""Steve Bullock"")"
3/3/2019,Steve Bullock,29,1485,0.01952862,"(""Steve Bullock"")"
3/10/2019,Steve Bullock,13,1810,0.00718232,"(""Steve Bullock"")"
3/17/2019,Steve Bullock,6,1591,0.003771213,"(""Steve Bullock"")"
3/24/2019,Steve Bullock,5,1166,0.004288165,"(""Steve Bullock"")"
3/31/2019,Steve Bullock,6,1714,0.003500583,"(""Steve Bullock"")"
4/7/2019,Steve Bullock,7,1600,0.004375,"(""Steve Bullock"")"
4/14/2019,Steve Bullock,11,1936,0.005681818,"(""Steve Bullock"")"
4/21/2019,Steve Bullock,6,2320,0.002586207,"(""Steve Bullock"")"
4/28/2019,Steve Bullock,34,1834,0.018538713,"(""Steve Bullock"")"
5/5/2019,Steve Bullock,14,1577,0.008877616,"(""Steve Bullock"")"
5/12/2019,Steve Bullock,142,1952,0.072745902,"(""Steve Bullock"")"
5/19/2019,Steve Bullock,53,1580,0.033544304,"(""Steve Bullock"")"
5/26/2019,Steve Bullock,36,1474,0.024423338,"(""Steve Bullock"")"
6/2/2019,Steve Bullock,53,1652,0.032082324,"(""Steve Bullock"")"
6/9/2019,Steve Bullock,133,2049,0.064909712,"(""Steve Bullock"")"
6/16/2019,Steve Bullock,66,1882,0.035069075,"(""Steve Bullock"")"
6/23/2019,Steve Bullock,80,3561,0.0224656,"(""Steve Bullock"")"
6/30/2019,Steve Bullock,41,1672,0.024521531,"(""Steve Bullock"")"
7/7/2019,Steve Bullock,54,1880,0.028723404,"(""Steve Bullock"")"
7/14/2019,Steve Bullock,114,1802,0.063263041,"(""Steve Bullock"")"
7/21/2019,Steve Bullock,29,1414,0.020509194,"(""Steve Bullock"")"
7/28/2019,Steve Bullock,376,3210,0.117133956,"(""Steve Bullock"")"
8/4/2019,Steve Bullock,90,1937,0.046463604,"(""Steve Bullock"")"
8/11/2019,Steve Bullock,74,1513,0.048909451,"(""Steve Bullock"")"
8/18/2019,Steve Bullock,54,1451,0.037215713,"(""Steve Bullock"")"
8/25/2019,Steve Bullock,61,950,0.064210526,"(""Steve Bullock"")"
9/1/2019,Steve Bullock,32,1309,0.024446142,"(""Steve Bullock"")"
9/8/2019,Steve Bullock,64,1957,0.032703117,"(""Steve Bullock"")"
9/15/2019,Steve Bullock,39,2071,0.018831482,"(""Steve Bullock"")"
9/22/2019,Steve Bullock,29,3682,0.007876154,"(""Steve Bullock"")"
9/29/2019,Steve Bullock,54,3355,0.01609538,"(""Steve Bullock"")"
10/6/2019,Steve Bullock,16,2459,0.00650671,"(""Steve Bullock"")"
10/13/2019,Steve Bullock,32,2788,0.011477762,"(""Steve Bullock"")"
10/20/2019,Steve Bullock,18,1994,0.009027081,"(""Steve Bullock"")"
12/30/2018,Tim Ryan,27,806,0.033498759,"(""Tim Ryan"")"
1/6/2019,Tim Ryan,10,915,0.010928962,"(""Tim Ryan"")"
1/13/2019,Tim Ryan,40,1052,0.038022814,"(""Tim Ryan"")"
1/20/2019,Tim Ryan,11,1024,0.010742188,"(""Tim Ryan"")"
1/27/2019,Tim Ryan,13,1605,0.008099688,"(""Tim Ryan"")"
2/3/2019,Tim Ryan,13,1428,0.009103641,"(""Tim Ryan"")"
2/10/2019,Tim Ryan,20,1612,0.012406948,"(""Tim Ryan"")"
2/17/2019,Tim Ryan,8,1406,0.0056899,"(""Tim Ryan"")"
2/24/2019,Tim Ryan,10,1286,0.00777605,"(""Tim Ryan"")"
3/3/2019,Tim Ryan,24,1485,0.016161616,"(""Tim Ryan"")"
3/10/2019,Tim Ryan,14,1810,0.007734807,"(""Tim Ryan"")"
3/17/2019,Tim Ryan,9,1591,0.00565682,"(""Tim Ryan"")"
3/24/2019,Tim Ryan,20,1166,0.017152659,"(""Tim Ryan"")"
3/31/2019,Tim Ryan,79,1714,0.046091015,"(""Tim Ryan"")"
4/7/2019,Tim Ryan,48,1600,0.03,"(""Tim Ryan"")"
4/14/2019,Tim Ryan,51,1936,0.026342975,"(""Tim Ryan"")"
4/21/2019,Tim Ryan,70,2320,0.030172414,"(""Tim Ryan"")"
4/28/2019,Tim Ryan,42,1834,0.022900763,"(""Tim Ryan"")"
5/5/2019,Tim Ryan,33,1577,0.020925808,"(""Tim Ryan"")"
5/12/2019,Tim Ryan,41,1952,0.021004098,"(""Tim Ryan"")"
5/19/2019,Tim Ryan,53,1580,0.033544304,"(""Tim Ryan"")"
5/26/2019,Tim Ryan,37,1474,0.025101764,"(""Tim Ryan"")"
6/2/2019,Tim Ryan,45,1652,0.027239709,"(""Tim Ryan"")"
6/9/2019,Tim Ryan,106,2049,0.051732552,"(""Tim Ryan"")"
6/16/2019,Tim Ryan,61,1882,0.032412327,"(""Tim Ryan"")"
6/23/2019,Tim Ryan,371,3561,0.104184218,"(""Tim Ryan"")"
6/30/2019,Tim Ryan,48,1672,0.028708134,"(""Tim Ryan"")"
7/7/2019,Tim Ryan,40,1880,0.021276596,"(""Tim Ryan"")"
7/14/2019,Tim Ryan,98,1802,0.054384018,"(""Tim Ryan"")"
7/21/2019,Tim Ryan,35,1414,0.024752475,"(""Tim Ryan"")"
7/28/2019,Tim Ryan,366,3210,0.114018692,"(""Tim Ryan"")"
8/4/2019,Tim Ryan,153,1937,0.078988126,"(""Tim Ryan"")"
8/11/2019,Tim Ryan,58,1513,0.038334435,"(""Tim Ryan"")"
8/18/2019,Tim Ryan,46,1451,0.031702274,"(""Tim Ryan"")"
8/25/2019,Tim Ryan,43,950,0.045263158,"(""Tim Ryan"")"
9/1/2019,Tim Ryan,26,1309,0.01986249,"(""Tim Ryan"")"
9/8/2019,Tim Ryan,83,1957,0.042411855,"(""Tim Ryan"")"
9/15/2019,Tim Ryan,54,2071,0.02607436,"(""Tim Ryan"")"
9/22/2019,Tim Ryan,28,3682,0.007604563,"(""Tim Ryan"")"
9/29/2019,Tim Ryan,17,3355,0.005067064,"(""Tim Ryan"")"
10/6/2019,Tim Ryan,12,2459,0.004880033,"(""Tim Ryan"")"
10/13/2019,Tim Ryan,26,2788,0.009325681,"(""Tim Ryan"")"
10/20/2019,Tim Ryan,47,1994,0.023570712,"(""Tim Ryan"")"
12/30/2018,Tom Steyer,41,806,0.050868486,"(""Tom Steyer"")"
1/6/2019,Tom Steyer,65,915,0.071038251,"(""Tom Steyer"")"
1/13/2019,Tom Steyer,23,1052,0.021863118,"(""Tom Steyer"")"
1/20/2019,Tom Steyer,24,1024,0.0234375,"(""Tom Steyer"")"
1/27/2019,Tom Steyer,24,1605,0.014953271,"(""Tom Steyer"")"
2/3/2019,Tom Steyer,17,1428,0.011904762,"(""Tom Steyer"")"
2/10/2019,Tom Steyer,37,1612,0.022952854,"(""Tom Steyer"")"
2/17/2019,Tom Steyer,16,1406,0.011379801,"(""Tom Steyer"")"
2/24/2019,Tom Steyer,38,1286,0.029548989,"(""Tom Steyer"")"
3/3/2019,Tom Steyer,58,1485,0.039057239,"(""Tom Steyer"")"
3/10/2019,Tom Steyer,45,1810,0.024861878,"(""Tom Steyer"")"
3/17/2019,Tom Steyer,16,1591,0.010056568,"(""Tom Steyer"")"
3/24/2019,Tom Steyer,14,1166,0.012006861,"(""Tom Steyer"")"
3/31/2019,Tom Steyer,4,1714,0.002333722,"(""Tom Steyer"")"
4/7/2019,Tom Steyer,6,1600,0.00375,"(""Tom Steyer"")"
4/14/2019,Tom Steyer,24,1936,0.012396694,"(""Tom Steyer"")"
4/21/2019,Tom Steyer,15,2320,0.006465517,"(""Tom Steyer"")"
4/28/2019,Tom Steyer,7,1834,0.003816794,"(""Tom Steyer"")"
5/5/2019,Tom Steyer,5,1577,0.003170577,"(""Tom Steyer"")"
5/12/2019,Tom Steyer,15,1952,0.007684426,"(""Tom Steyer"")"
5/19/2019,Tom Steyer,10,1580,0.006329114,"(""Tom Steyer"")"
5/26/2019,Tom Steyer,18,1474,0.012211669,"(""Tom Steyer"")"
6/2/2019,Tom Steyer,8,1652,0.004842615,"(""Tom Steyer"")"
6/9/2019,Tom Steyer,7,2049,0.003416301,"(""Tom Steyer"")"
6/16/2019,Tom Steyer,10,1882,0.005313496,"(""Tom Steyer"")"
6/23/2019,Tom Steyer,8,3561,0.00224656,"(""Tom Steyer"")"
6/30/2019,Tom Steyer,5,1672,0.002990431,"(""Tom Steyer"")"
7/7/2019,Tom Steyer,198,1880,0.105319149,"(""Tom Steyer"")"
7/14/2019,Tom Steyer,72,1802,0.039955605,"(""Tom Steyer"")"
7/21/2019,Tom Steyer,42,1414,0.02970297,"(""Tom Steyer"")"
7/28/2019,Tom Steyer,81,3210,0.025233645,"(""Tom Steyer"")"
8/4/2019,Tom Steyer,68,1937,0.035105834,"(""Tom Steyer"")"
8/11/2019,Tom Steyer,70,1513,0.046265697,"(""Tom Steyer"")"
8/18/2019,Tom Steyer,67,1451,0.046175052,"(""Tom Steyer"")"
8/25/2019,Tom Steyer,86,950,0.090526316,"(""Tom Steyer"")"
9/1/2019,Tom Steyer,42,1309,0.032085561,"(""Tom Steyer"")"
9/8/2019,Tom Steyer,100,1957,0.05109862,"(""Tom Steyer"")"
9/15/2019,Tom Steyer,68,2071,0.03283438,"(""Tom Steyer"")"
9/22/2019,Tom Steyer,81,3682,0.021998914,"(""Tom Steyer"")"
9/29/2019,Tom Steyer,68,3355,0.020268256,"(""Tom Steyer"")"
10/6/2019,Tom Steyer,76,2459,0.030906873,"(""Tom Steyer"")"
10/13/2019,Tom Steyer,268,2788,0.096126255,"(""Tom Steyer"")"
10/20/2019,Tom Steyer,67,1994,0.033600802,"(""Tom Steyer"")"
12/30/2018,Tulsi Gabbard,17,806,0.021091811,"(""Tulsi Gabbard"")"
1/6/2019,Tulsi Gabbard,91,915,0.099453552,"(""Tulsi Gabbard"")"
1/13/2019,Tulsi Gabbard,171,1052,0.162547529,"(""Tulsi Gabbard"")"
1/20/2019,Tulsi Gabbard,96,1024,0.09375,"(""Tulsi Gabbard"")"
1/27/2019,Tulsi Gabbard,114,1605,0.071028037,"(""Tulsi Gabbard"")"
2/3/2019,Tulsi Gabbard,72,1428,0.050420168,"(""Tulsi Gabbard"")"
2/10/2019,Tulsi Gabbard,88,1612,0.054590571,"(""Tulsi Gabbard"")"
2/17/2019,Tulsi Gabbard,70,1406,0.049786629,"(""Tulsi Gabbard"")"
2/24/2019,Tulsi Gabbard,39,1286,0.030326594,"(""Tulsi Gabbard"")"
3/3/2019,Tulsi Gabbard,59,1485,0.03973064,"(""Tulsi Gabbard"")"
3/10/2019,Tulsi Gabbard,74,1810,0.040883978,"(""Tulsi Gabbard"")"
3/17/2019,Tulsi Gabbard,66,1591,0.041483344,"(""Tulsi Gabbard"")"
3/24/2019,Tulsi Gabbard,49,1166,0.042024014,"(""Tulsi Gabbard"")"
3/31/2019,Tulsi Gabbard,37,1714,0.021586931,"(""Tulsi Gabbard"")"
4/7/2019,Tulsi Gabbard,45,1600,0.028125,"(""Tulsi Gabbard"")"
4/14/2019,Tulsi Gabbard,56,1936,0.02892562,"(""Tulsi Gabbard"")"
4/21/2019,Tulsi Gabbard,88,2320,0.037931034,"(""Tulsi Gabbard"")"
4/28/2019,Tulsi Gabbard,33,1834,0.017993457,"(""Tulsi Gabbard"")"
5/5/2019,Tulsi Gabbard,36,1577,0.022828155,"(""Tulsi Gabbard"")"
5/12/2019,Tulsi Gabbard,79,1952,0.040471311,"(""Tulsi Gabbard"")"
5/19/2019,Tulsi Gabbard,64,1580,0.040506329,"(""Tulsi Gabbard"")"
5/26/2019,Tulsi Gabbard,51,1474,0.034599729,"(""Tulsi Gabbard"")"
6/2/2019,Tulsi Gabbard,44,1652,0.026634383,"(""Tulsi Gabbard"")"
6/9/2019,Tulsi Gabbard,123,2049,0.060029283,"(""Tulsi Gabbard"")"
6/16/2019,Tulsi Gabbard,60,1882,0.031880978,"(""Tulsi Gabbard"")"
6/23/2019,Tulsi Gabbard,419,3561,0.117663578,"(""Tulsi Gabbard"")"
6/30/2019,Tulsi Gabbard,65,1672,0.038875598,"(""Tulsi Gabbard"")"
7/7/2019,Tulsi Gabbard,71,1880,0.037765957,"(""Tulsi Gabbard"")"
7/14/2019,Tulsi Gabbard,111,1802,0.061598224,"(""Tulsi Gabbard"")"
7/21/2019,Tulsi Gabbard,104,1414,0.073550212,"(""Tulsi Gabbard"")"
7/28/2019,Tulsi Gabbard,415,3210,0.129283489,"(""Tulsi Gabbard"")"
8/4/2019,Tulsi Gabbard,92,1937,0.047496128,"(""Tulsi Gabbard"")"
8/11/2019,Tulsi Gabbard,84,1513,0.055518837,"(""Tulsi Gabbard"")"
8/18/2019,Tulsi Gabbard,76,1451,0.052377671,"(""Tulsi Gabbard"")"
8/25/2019,Tulsi Gabbard,77,950,0.081052632,"(""Tulsi Gabbard"")"
9/1/2019,Tulsi Gabbard,40,1309,0.030557678,"(""Tulsi Gabbard"")"
9/8/2019,Tulsi Gabbard,135,1957,0.068983137,"(""Tulsi Gabbard"")"
9/15/2019,Tulsi Gabbard,89,2071,0.042974408,"(""Tulsi Gabbard"")"
9/22/2019,Tulsi Gabbard,126,3682,0.034220532,"(""Tulsi Gabbard"")"
9/29/2019,Tulsi Gabbard,66,3355,0.019672131,"(""Tulsi Gabbard"")"
10/6/2019,Tulsi Gabbard,61,2459,0.024806832,"(""Tulsi Gabbard"")"
10/13/2019,Tulsi Gabbard,360,2788,0.129124821,"(""Tulsi Gabbard"")"
10/20/2019,Tulsi Gabbard,260,1994,0.130391174,"(""Tulsi Gabbard"")"
